fname,label
2a53ffd3.wav,Flute Violin_or_fiddle Cello 
2a55aedb.wav,Hi-hat Cowbell Gong 
2a5f6682.wav,Bass_drum Snare_drum Electric_piano 
2a6b7f88.wav,Acoustic_guitar Cello Gong 
2a7149a2.wav,Finger_snapping Scissors Shatter 
2a7d138e.wav,Bass_drum Cello Gong 
2a870f04.wav,Saxophone Oboe Clarinet 
2a8da3e8.wav,Acoustic_guitar Glockenspiel Violin_or_fiddle 
2a91718b.wav,Trumpet Saxophone Oboe 
2a93f776.wav,Clarinet Flute Saxophone 
2aac07cd.wav,Violin_or_fiddle Trumpet Clarinet 
2aafb503.wav,Bass_drum Double_bass Gong 
2ab61fed.wav,Hi-hat Gunshot_or_gunfire Gong 
2ac3592d.wav,Clarinet Acoustic_guitar Saxophone 
2ac47eb6.wav,Clarinet Saxophone Cello 
2ac578ac.wav,Bass_drum Electric_piano Gong 
2ac73118.wav,Clarinet Cello Saxophone 
2ac77c6a.wav,Violin_or_fiddle Flute Trumpet 
2ac794ca.wav,Acoustic_guitar Snare_drum Gong 
2ad0199d.wav,Clarinet Saxophone Flute 
2ad16a55.wav,Violin_or_fiddle Flute Clarinet 
2ad4c3c4.wav,Bass_drum Electric_piano Gong 
2ad5c7c8.wav,Clarinet Saxophone Flute 
2af7ee6c.wav,Hi-hat Gunshot_or_gunfire Shatter 
2af98814.wav,Squeak Meow Harmonica 
2b04a6a9.wav,Violin_or_fiddle Harmonica Clarinet 
2b0f0ad5.wav,Trumpet Saxophone Harmonica 
2b1202ab.wav,Saxophone Clarinet Flute 
2b14749b.wav,Bark Fart Saxophone 
2b15e07a.wav,Clarinet Flute Chime 
2b17033b.wav,Snare_drum Cough Hi-hat 
2b1dabdf.wav,Tearing Writing Cough 
2b1f7f1c.wav,Bass_drum Electric_piano Gong 
2b29c860.wav,Trumpet Applause Knock 
2b3b7b03.wav,Clarinet Flute Violin_or_fiddle 
2b4b7943.wav,Violin_or_fiddle Harmonica Squeak 
2b6252cc.wav,Snare_drum Hi-hat Acoustic_guitar 
2b6c13e3.wav,Clarinet Saxophone Flute 
2b7b39be.wav,Trumpet Bus Laughter 
2b83debf.wav,Shatter Gong Hi-hat 
2b8e6892.wav,Clarinet Saxophone Cello 
2b8f6e49.wav,Clarinet Violin_or_fiddle Flute 
2b911d99.wav,Bass_drum Snare_drum Electric_piano 
2bb1d055.wav,Cello Flute Violin_or_fiddle 
2bb34f54.wav,Writing Scissors Computer_keyboard 
2bb8ee50.wav,Flute Violin_or_fiddle Clarinet 
2bbfe44e.wav,Hi-hat Gunshot_or_gunfire Tambourine 
2bcb69fd.wav,Applause Burping_or_eructation Tearing 
2bd000e5.wav,Hi-hat Cowbell Shatter 
2bd1f850.wav,Acoustic_guitar Electric_piano Gong 
2be1bae5.wav,Double_bass Cello Saxophone 
2be25f5e.wav,Double_bass Cello Acoustic_guitar 
2bf36fef.wav,Cello Violin_or_fiddle Saxophone 
2c01a86f.wav,Clarinet Flute Electric_piano 
2c14ed19.wav,Cello Violin_or_fiddle Saxophone 
2c287b2c.wav,Acoustic_guitar Snare_drum Squeak 
2c403fbe.wav,Electric_piano Gong Double_bass 
2c41a64d.wav,Trumpet Harmonica Oboe 
2c57ecb0.wav,Flute Clarinet Violin_or_fiddle 
2c5bad59.wav,Flute Clarinet Oboe 
2c5e7ee0.wav,Flute Saxophone Clarinet 
2c6ab95a.wav,Clarinet Saxophone Cello 
2c718199.wav,Bass_drum Knock Snare_drum 
2c780aaa.wav,Cello Double_bass Saxophone 
2c8de08f.wav,Scissors Tearing Writing 
2c9139a2.wav,Bass_drum Electric_piano Gunshot_or_gunfire 
2c96dab1.wav,Clarinet Saxophone Flute 
2ca3f48b.wav,Violin_or_fiddle Flute Cello 
2caa9b82.wav,Clarinet Flute Electric_piano 
2cb3663f.wav,Fart Squeak Tearing 
2cb6b373.wav,Meow Squeak Fireworks 
2cbea1f4.wav,Fart Keys_jangling Shatter 
2cc136b6.wav,Double_bass Cello Telephone 
2cc34e65.wav,Double_bass Gong Bass_drum 
2cdbb847.wav,Snare_drum Acoustic_guitar Cough 
2cedb928.wav,Flute Chime Squeak 
2cf80a27.wav,Hi-hat Cowbell Gong 
2cf851f3.wav,Hi-hat Cowbell Gong 
2cf8a1d7.wav,Clarinet Laughter Flute 
2d0027fd.wav,Bass_drum Gunshot_or_gunfire Snare_drum 
2d0c1839.wav,Hi-hat Gunshot_or_gunfire Shatter 
2d0daf66.wav,Clarinet Saxophone Flute 
2d17a609.wav,Gong Electric_piano Hi-hat 
2d1863d6.wav,Cello Saxophone Gong 
2d204120.wav,Shatter Gunshot_or_gunfire Fart 
2d204a5d.wav,Clarinet Saxophone Cello 
2d21041f.wav,Acoustic_guitar Cello Gong 
2d24682f.wav,Glockenspiel Fireworks Hi-hat 
2d264806.wav,Shatter Tambourine Chime 
2d497cbb.wav,Acoustic_guitar Snare_drum Laughter 
2d4e35a0.wav,Flute Saxophone Clarinet 
2d589634.wav,Flute Saxophone Clarinet 
2d5984c7.wav,Cello Harmonica Violin_or_fiddle 
2d60ba0a.wav,Snare_drum Hi-hat Gunshot_or_gunfire 
2d62f754.wav,Shatter Hi-hat Writing 
2d6609d7.wav,Flute Saxophone Clarinet 
2d6c1693.wav,Drawer_open_or_close Knock Microwave_oven 
2d6de409.wav,Trumpet Oboe Saxophone 
2d7134e3.wav,Meow Squeak Laughter 
2d720da1.wav,Violin_or_fiddle Cello Saxophone 
2d72aee6.wav,Acoustic_guitar Gong Electric_piano 
2d790368.wav,Meow Harmonica Squeak 
2d7df781.wav,Bass_drum Gong Electric_piano 
2d860064.wav,Saxophone Clarinet Oboe 
2d8a6242.wav,Knock Bass_drum Bark 
2d8acb10.wav,Bass_drum Electric_piano Gong 
2d9c3949.wav,Violin_or_fiddle Cello Harmonica 
2da2e399.wav,Flute Saxophone Clarinet 
2da32b1f.wav,Saxophone Trumpet Clarinet 
2da4fa14.wav,Clarinet Acoustic_guitar Saxophone 
2da5b590.wav,Acoustic_guitar Clarinet Saxophone 
2da6d104.wav,Keys_jangling Tearing Scissors 
2daa759d.wav,Clarinet Saxophone Cello 
2daf019d.wav,Acoustic_guitar Gong Violin_or_fiddle 
2db52728.wav,Clarinet Cello Saxophone 
2dc10f4d.wav,Clarinet Saxophone Flute 
2dc19510.wav,Writing Tearing Shatter 
2dc50a54.wav,Scissors Computer_keyboard Shatter 
2dcbf46b.wav,Fireworks Tearing Shatter 
2dd756ed.wav,Double_bass Flute Cello 
2dd854a7.wav,Writing Laughter Bark 
2de19598.wav,Clarinet Saxophone Flute 
2debe1cc.wav,Acoustic_guitar Gong Electric_piano 
2df5d098.wav,Bass_drum Snare_drum Electric_piano 
2df859da.wav,Clarinet Flute Chime 
2e091a70.wav,Clarinet Flute Violin_or_fiddle 
2e0cf9aa.wav,Glockenspiel Clarinet Violin_or_fiddle 
2e128a59.wav,Violin_or_fiddle Harmonica Clarinet 
2e196409.wav,Gong Cello Acoustic_guitar 
2e276aaa.wav,Bark Violin_or_fiddle Gong 
2e2c6032.wav,Clarinet Flute Saxophone 
2e2f2bc4.wav,Trumpet Harmonica Violin_or_fiddle 
2e42ccd2.wav,Trumpet Harmonica Violin_or_fiddle 
2e47a5c2.wav,Double_bass Cello Acoustic_guitar 
2e49fbc0.wav,Acoustic_guitar Telephone Bass_drum 
2e69b622.wav,Cello Double_bass Acoustic_guitar 
2e6a18f4.wav,Bass_drum Fart Electric_piano 
2e70787c.wav,Clarinet Saxophone Oboe 
2e7a0263.wav,Bass_drum Electric_piano Gong 
2e956314.wav,Acoustic_guitar Telephone Fart 
2e973a41.wav,Saxophone Clarinet Violin_or_fiddle 
2ead203e.wav,Cello Gong Flute 
2eaeb6b7.wav,Hi-hat Cowbell Gong 
2eaff904.wav,Shatter Hi-hat Snare_drum 
2eb12875.wav,Fireworks Applause Gunshot_or_gunfire 
2ebe5821.wav,Bass_drum Knock Cello 
2ec1d2da.wav,Clarinet Saxophone Cello 
2ec85d18.wav,Cello Acoustic_guitar Double_bass 
2ec9bc1d.wav,Trumpet Acoustic_guitar Cowbell 
2ecb1002.wav,Applause Squeak Drawer_open_or_close 
2ecca042.wav,Gunshot_or_gunfire Fart Hi-hat 
2ed17427.wav,Trumpet Oboe Violin_or_fiddle 
2ed69e64.wav,Clarinet Saxophone Flute 
2ed72cd5.wav,Knock Double_bass Bass_drum 
2f009392.wav,Violin_or_fiddle Harmonica Trumpet 
2f0a8c80.wav,Bass_drum Electric_piano Gong 
2f0ee302.wav,Acoustic_guitar Snare_drum Squeak 
2f1c2612.wav,Finger_snapping Shatter Fireworks 
2f2eeab3.wav,Gong Microwave_oven Bus 
2f3c179a.wav,Hi-hat Gunshot_or_gunfire Gong 
2f4b9bdc.wav,Violin_or_fiddle Harmonica Bus 
2f5c2852.wav,Flute Clarinet Saxophone 
2f74ed29.wav,Bass_drum Electric_piano Snare_drum 
2f74f4f4.wav,Double_bass Cello Acoustic_guitar 
2f784e3d.wav,Acoustic_guitar Gong Cello 
2f792ac7.wav,Finger_snapping Cowbell Snare_drum 
2f87e47c.wav,Violin_or_fiddle Cello Flute 
2f92f1de.wav,Bark Knock Fireworks 
2f947f7e.wav,Clarinet Saxophone Flute 
2f967685.wav,Gunshot_or_gunfire Fireworks Snare_drum 
2f97d6b3.wav,Flute Clarinet Oboe 
2f9df9d5.wav,Trumpet Saxophone Oboe 
2facecd2.wav,Fart Laughter Saxophone 
2fb78737.wav,Scissors Computer_keyboard Tearing 
2fbb29ed.wav,Fireworks Shatter Writing 
2fc2ba69.wav,Squeak Laughter Telephone 
2fd2722a.wav,Oboe Trumpet Saxophone 
2fd62d32.wav,Gong Hi-hat Electric_piano 
2fda731f.wav,Bass_drum Snare_drum Knock 
2fda8c20.wav,Double_bass Cello Acoustic_guitar 
2fdb5f6a.wav,Bus Harmonica Squeak 
2fea5e19.wav,Applause Shatter Scissors 
2fefb864.wav,Bark Harmonica Trumpet 
2fff17ff.wav,Burping_or_eructation Fart Laughter 
30029d43.wav,Fart Saxophone Laughter 
301a0f8d.wav,Bass_drum Electric_piano Gong 
30232933.wav,Clarinet Saxophone Cello 
302465d6.wav,Shatter Squeak Cough 
3024ad07.wav,Violin_or_fiddle Trumpet Harmonica 
302bc9d1.wav,Flute Clarinet Saxophone 
30396d04.wav,Microwave_oven Cello Knock 
303dcdc3.wav,Acoustic_guitar Electric_piano Gong 
304cb001.wav,Fart Gunshot_or_gunfire Hi-hat 
304f58c8.wav,Cello Double_bass Saxophone 
3053d06b.wav,Clarinet Flute Saxophone 
305d1932.wav,Bass_drum Electric_piano Gong 
3062dedb.wav,Knock Trumpet Drawer_open_or_close 
3073a264.wav,Trumpet Computer_keyboard Applause 
30762ab4.wav,Hi-hat Gunshot_or_gunfire Shatter 
3077dab1.wav,Applause Fireworks Glockenspiel 
3078b0a4.wav,Double_bass Cello Saxophone 
307d21e8.wav,Trumpet Harmonica Saxophone 
307e9f70.wav,Violin_or_fiddle Harmonica Trumpet 
30874c68.wav,Violin_or_fiddle Clarinet Harmonica 
30881d07.wav,Finger_snapping Shatter Tearing 
308a6424.wav,Flute Clarinet Saxophone 
30a320a3.wav,Laughter Applause Bus 
30a36933.wav,Computer_keyboard Applause Scissors 
30a8d1e4.wav,Clarinet Saxophone Flute 
30b62182.wav,Clarinet Saxophone Cello 
30ba2b0e.wav,Clarinet Flute Oboe 
30bb235b.wav,Flute Saxophone Clarinet 
30d9df9d.wav,Violin_or_fiddle Cello Flute 
30dd3419.wav,Oboe Harmonica Flute 
30e4be95.wav,Cello Telephone Acoustic_guitar 
30e8633d.wav,Bass_drum Electric_piano Knock 
30eb5385.wav,Telephone Flute Electric_piano 
30ed02dc.wav,Flute Clarinet Saxophone 
30f0d392.wav,Tearing Fart Fireworks 
30f4864f.wav,Flute Clarinet Saxophone 
3103dfd6.wav,Acoustic_guitar Gong Electric_piano 
310403b7.wav,Laughter Burping_or_eructation Bark 
311795eb.wav,Cello Acoustic_guitar Saxophone 
311e57cc.wav,Bass_drum Electric_piano Gong 
3125e485.wav,Harmonica Violin_or_fiddle Trumpet 
3125f4e2.wav,Clarinet Saxophone Flute 
3127fdf6.wav,Bass_drum Snare_drum Electric_piano 
31318ae6.wav,Bass_drum Fart Snare_drum 
3132a40c.wav,Keys_jangling Scissors Tearing 
31370617.wav,Trumpet Oboe Saxophone 
313b6bd6.wav,Double_bass Acoustic_guitar Cello 
314dd106.wav,Snare_drum Tambourine Acoustic_guitar 
315e2cf1.wav,Laughter Clarinet Flute 
31656306.wav,Acoustic_guitar Cello Gong 
316b6a8b.wav,Saxophone Clarinet Violin_or_fiddle 
316e82b0.wav,Electric_piano Gong Violin_or_fiddle 
318ad3a7.wav,Cello Double_bass Acoustic_guitar 
318da9b1.wav,Acoustic_guitar Double_bass Cello 
3192a42d.wav,Cough Squeak Laughter 
3194baa5.wav,Clarinet Flute Chime 
3195b119.wav,Writing Tearing Laughter 
31985344.wav,Clarinet Flute Saxophone 
319d5f33.wav,Fireworks Squeak Drawer_open_or_close 
31a5b56b.wav,Meow Squeak Flute 
31b1b1af.wav,Saxophone Clarinet Flute 
31bf625c.wav,Gong Acoustic_guitar Telephone 
31c02993.wav,Flute Clarinet Saxophone 
31c1e915.wav,Acoustic_guitar Glockenspiel Electric_piano 
31c321b9.wav,Clarinet Saxophone Flute 
31c42d71.wav,Acoustic_guitar Gong Violin_or_fiddle 
31daad59.wav,Knock Bass_drum Fireworks 
31ede8e7.wav,Flute Saxophone Clarinet 
31f27c86.wav,Bass_drum Fart Gunshot_or_gunfire 
31fa9662.wav,Clarinet Saxophone Flute 
3202971f.wav,Bass_drum Electric_piano Gong 
32081921.wav,Laughter Gong Meow 
320e8976.wav,Squeak Telephone Hi-hat 
320ed8bd.wav,Hi-hat Cowbell Gong 
321118ec.wav,Bark Trumpet Double_bass 
321a9ead.wav,Clarinet Saxophone Flute 
321d9f06.wav,Trumpet Harmonica Saxophone 
3222fa28.wav,Oboe Clarinet Saxophone 
322b48ee.wav,Flute Clarinet Violin_or_fiddle 
322f6dfb.wav,Violin_or_fiddle Harmonica Acoustic_guitar 
3236f8f9.wav,Violin_or_fiddle Flute Saxophone 
32393924.wav,Acoustic_guitar Gong Trumpet 
3242d7a5.wav,Clarinet Flute Violin_or_fiddle 
324a4e40.wav,Squeak Gunshot_or_gunfire Bus 
324f30f2.wav,Writing Shatter Scissors 
325525ac.wav,Hi-hat Gong Harmonica 
32560d9c.wav,Fart Tearing Squeak 
3263223e.wav,Violin_or_fiddle Cowbell Gong 
326c56ff.wav,Oboe Flute Saxophone 
326d98e9.wav,Microwave_oven Knock Drawer_open_or_close 
327bdcaa.wav,Laughter Bark Cough 
327e7750.wav,Microwave_oven Telephone Clarinet 
328612aa.wav,Clarinet Saxophone Cello 
32938f53.wav,Saxophone Clarinet Flute 
329709f0.wav,Clarinet Saxophone Flute 
32a5773b.wav,Snare_drum Tambourine Acoustic_guitar 
32af1d97.wav,Chime Acoustic_guitar Squeak 
32b64892.wav,Double_bass Acoustic_guitar Cello 
32bdd578.wav,Acoustic_guitar Double_bass Gong 
32bf60d9.wav,Clarinet Flute Violin_or_fiddle 
32c5a99e.wav,Saxophone Flute Clarinet 
32c63f3f.wav,Clarinet Saxophone Flute 
32cc31fd.wav,Bass_drum Electric_piano Fart 
32d54dbf.wav,Harmonica Meow Fart 
32d68d35.wav,Writing Computer_keyboard Bass_drum 
32e20304.wav,Fart Tearing Hi-hat 
32e375c3.wav,Snare_drum Gunshot_or_gunfire Hi-hat 
32e67c5c.wav,Violin_or_fiddle Cowbell Gong 
32ec5aeb.wav,Gong Acoustic_guitar Cello 
32f6364d.wav,Acoustic_guitar Double_bass Cello 
32f665c4.wav,Clarinet Oboe Saxophone 
32fe0550.wav,Fart Bass_drum Electric_piano 
32ff9d27.wav,Flute Meow Chime 
330bcb8f.wav,Clarinet Saxophone Flute 
330ef55e.wav,Double_bass Cello Gong 
331332e4.wav,Fireworks Snare_drum Drawer_open_or_close 
331b550c.wav,Hi-hat Gunshot_or_gunfire Tambourine 
332db920.wav,Fart Shatter Gunshot_or_gunfire 
332dec50.wav,Trumpet Applause Knock 
3336c8bb.wav,Hi-hat Tearing Squeak 
33404279.wav,Acoustic_guitar Glockenspiel Clarinet 
334bcacd.wav,Writing Fart Hi-hat 
334c2df4.wav,Clarinet Saxophone Flute 
334f6481.wav,Trumpet Oboe Harmonica 
3354ba9c.wav,Double_bass Cello Acoustic_guitar 
33596f0a.wav,Fireworks Bus Applause 
335d009e.wav,Chime Fart Telephone 
336de5ff.wav,Squeak Microwave_oven Telephone 
3374eb78.wav,Knock Trumpet Tambourine 
337bb0d7.wav,Clarinet Saxophone Flute 
3385a800.wav,Fart Bass_drum Gunshot_or_gunfire 
3389dab8.wav,Trumpet Harmonica Violin_or_fiddle 
338a1eec.wav,Flute Oboe Clarinet 
338c1e9c.wav,Hi-hat Gong Gunshot_or_gunfire 
338ed597.wav,Clarinet Saxophone Flute 
3391a84f.wav,Knock Fireworks Bark 
33939435.wav,Clarinet Flute Electric_piano 
339c6a9e.wav,Trumpet Oboe Violin_or_fiddle 
339cbd32.wav,Fart Bass_drum Tearing 
33a0c53d.wav,Gong Chime Saxophone 
33a0fa9d.wav,Flute Oboe Clarinet 
33a11a7b.wav,Shatter Hi-hat Writing 
33b98766.wav,Finger_snapping Scissors Shatter 
33bd5275.wav,Saxophone Gong Chime 
33bf100e.wav,Clarinet Saxophone Flute 
33bf8bce.wav,Hi-hat Cowbell Gong 
33ce149f.wav,Acoustic_guitar Gong Snare_drum 
33db956c.wav,Clarinet Cello Saxophone 
33e12365.wav,Bass_drum Gong Electric_piano 
33e901fb.wav,Acoustic_guitar Gong Glockenspiel 
33ea32c3.wav,Flute Oboe Clarinet 
33ed1199.wav,Microwave_oven Snare_drum Gunshot_or_gunfire 
340aad61.wav,Burping_or_eructation Fart Laughter 
340afc6a.wav,Trumpet Violin_or_fiddle Oboe 
340bc3cd.wav,Clarinet Saxophone Flute 
341a6905.wav,Bass_drum Gong Electric_piano 
34204cf9.wav,Double_bass Cello Gong 
342a363c.wav,Bass_drum Snare_drum Electric_piano 
3437507a.wav,Hi-hat Cowbell Shatter 
343f0d14.wav,Flute Clarinet Saxophone 
34404331.wav,Violin_or_fiddle Cello Flute 
34409de5.wav,Violin_or_fiddle Harmonica Cello 
344b32d4.wav,Cello Gong Violin_or_fiddle 
3453b51c.wav,Cello Acoustic_guitar Double_bass 
345441d2.wav,Trumpet Violin_or_fiddle Harmonica 
34618b30.wav,Clarinet Saxophone Oboe 
3463b47a.wav,Clarinet Saxophone Acoustic_guitar 
3463f897.wav,Clarinet Saxophone Flute 
3466b1c4.wav,Saxophone Clarinet Violin_or_fiddle 
3467f48f.wav,Harmonica Trumpet Violin_or_fiddle 
346a3906.wav,Bass_drum Knock Cello 
347bcaa2.wav,Bass_drum Electric_piano Gong 
347ebfa9.wav,Trumpet Fireworks Knock 
3484a9b9.wav,Saxophone Cello Clarinet 
3497cb5e.wav,Bass_drum Gong Electric_piano 
349eac2f.wav,Telephone Trumpet Squeak 
34a160da.wav,Trumpet Harmonica Oboe 
34a3bc46.wav,Flute Clarinet Saxophone 
34a5404b.wav,Acoustic_guitar Cello Gong 
34be3cb0.wav,Harmonica Oboe Trumpet 
34be5213.wav,Acoustic_guitar Bus Electric_piano 
34c7a37b.wav,Computer_keyboard Writing Scissors 
34cddac7.wav,Snare_drum Microwave_oven Trumpet 
34d1fffa.wav,Cello Double_bass Saxophone 
34d84768.wav,Knock Drawer_open_or_close Fireworks 
34f6f431.wav,Hi-hat Gunshot_or_gunfire Shatter 
34ff2f37.wav,Bass_drum Gong Electric_piano 
350b89b8.wav,Clarinet Saxophone Flute 
350ed42d.wav,Oboe Trumpet Saxophone 
35115db0.wav,Bass_drum Electric_piano Gong 
351b0ba1.wav,Cello Gong Acoustic_guitar 
351dcc25.wav,Snare_drum Hi-hat Acoustic_guitar 
35235d3f.wav,Bass_drum Gong Electric_piano 
352c769d.wav,Double_bass Cello Acoustic_guitar 
352f143a.wav,Clarinet Saxophone Cello 
3531e0f4.wav,Acoustic_guitar Violin_or_fiddle Trumpet 
3533dc16.wav,Trumpet Oboe Saxophone 
3538f800.wav,Bass_drum Snare_drum Knock 
353b44b7.wav,Cello Clarinet Saxophone 
353f55db.wav,Acoustic_guitar Electric_piano Gong 
3542eddc.wav,Acoustic_guitar Cello Double_bass 
35497fc4.wav,Acoustic_guitar Electric_piano Gong 
355eeedf.wav,Hi-hat Cowbell Finger_snapping 
355f0738.wav,Clarinet Violin_or_fiddle Flute 
356cab15.wav,Saxophone Clarinet Oboe 
3579ff4b.wav,Fart Hi-hat Snare_drum 
3592e0cb.wav,Violin_or_fiddle Saxophone Clarinet 
3597c4e5.wav,Gong Acoustic_guitar Violin_or_fiddle 
3598cc58.wav,Bass_drum Electric_piano Gong 
359c9ba3.wav,Clarinet Saxophone Flute 
35b91bb1.wav,Trumpet Acoustic_guitar Cowbell 
35bb05b0.wav,Fireworks Double_bass Gong 
35bf4ae5.wav,Harmonica Fart Squeak 
35c0f6b7.wav,Electric_piano Snare_drum Gong 
35cb8bd1.wav,Bass_drum Electric_piano Gong 
35ce58ae.wav,Harmonica Violin_or_fiddle Cowbell 
35d008df.wav,Flute Clarinet Saxophone 
35d0858d.wav,Violin_or_fiddle Cello Saxophone 
35da43f9.wav,Gong Bass_drum Fireworks 
35def6dc.wav,Trumpet Saxophone Oboe 
35e1140b.wav,Gunshot_or_gunfire Burping_or_eructation Fireworks 
35e4b0fd.wav,Fireworks Squeak Meow 
35f3a48c.wav,Bass_drum Knock Fireworks 
35f6a4b8.wav,Clarinet Acoustic_guitar Glockenspiel 
35ff3f29.wav,Trumpet Oboe Saxophone 
35ffae5a.wav,Glockenspiel Acoustic_guitar Clarinet 
360348af.wav,Fart Squeak Tearing 
360e9c8e.wav,Saxophone Clarinet Flute 
360ed752.wav,Squeak Hi-hat Drawer_open_or_close 
361285ac.wav,Knock Bass_drum Fireworks 
3617db48.wav,Acoustic_guitar Electric_piano Gong 
361c028f.wav,Saxophone Clarinet Oboe 
361fbd17.wav,Clarinet Saxophone Flute 
3620c12b.wav,Hi-hat Cowbell Snare_drum 
3623b02e.wav,Clarinet Saxophone Cello 
363a3760.wav,Flute Saxophone Clarinet 
364d2e90.wav,Violin_or_fiddle Cello Cowbell 
36507474.wav,Applause Telephone Computer_keyboard 
365a4c89.wav,Oboe Violin_or_fiddle Flute 
365f9044.wav,Acoustic_guitar Glockenspiel Saxophone 
3660d731.wav,Clarinet Flute Violin_or_fiddle 
3668b282.wav,Tearing Fireworks Writing 
36690c27.wav,Clarinet Saxophone Flute 
3670cc04.wav,Clarinet Saxophone Flute 
367ba81f.wav,Acoustic_guitar Glockenspiel Clarinet 
36a0c334.wav,Fart Laughter Electric_piano 
36a2202d.wav,Tambourine Hi-hat Chime 
36a92b29.wav,Clarinet Saxophone Flute 
36a98063.wav,Saxophone Clarinet Oboe 
36b4867e.wav,Acoustic_guitar Saxophone Electric_piano 
36ba1f72.wav,Fart Laughter Burping_or_eructation 
36cd9e16.wav,Computer_keyboard Tearing Scissors 
36d47091.wav,Acoustic_guitar Clarinet Saxophone 
36dbdb68.wav,Violin_or_fiddle Cello Harmonica 
36e470e4.wav,Harmonica Violin_or_fiddle Squeak 
36e7790c.wav,Violin_or_fiddle Saxophone Cello 
36e79aec.wav,Bass_drum Fart Snare_drum 
36eae2b1.wav,Applause Chime Cowbell 
36ec121c.wav,Electric_piano Gong Acoustic_guitar 
36f5daf6.wav,Double_bass Cello Clarinet 
36f6ba1e.wav,Trumpet Oboe Saxophone 
36f81d4d.wav,Snare_drum Bass_drum Tearing 
36f9dc1c.wav,Acoustic_guitar Squeak Chime 
370156c4.wav,Computer_keyboard Squeak Applause 
370cad4d.wav,Double_bass Acoustic_guitar Cello 
370f79a2.wav,Bass_drum Electric_piano Snare_drum 
371be693.wav,Bass_drum Tambourine Cello 
371c577e.wav,Double_bass Cello Electric_piano 
371f11c2.wav,Oboe Trumpet Harmonica 
37398fcb.wav,Violin_or_fiddle Cello Gong 
373b761c.wav,Clarinet Flute Saxophone 
3740d249.wav,Hi-hat Snare_drum Tambourine 
374a434b.wav,Clarinet Flute Saxophone 
374c8729.wav,Burping_or_eructation Cough Laughter 
37534d14.wav,Laughter Fart Burping_or_eructation 
375d2777.wav,Meow Squeak Harmonica 
37686c61.wav,Bass_drum Knock Cello 
37694c0e.wav,Clarinet Saxophone Flute 
37722c4c.wav,Cello Gong Flute 
3779929b.wav,Trumpet Applause Fireworks 
3789db8f.wav,Violin_or_fiddle Harmonica Trumpet 
3790ad69.wav,Trumpet Oboe Saxophone 
37965099.wav,Violin_or_fiddle Clarinet Trumpet 
3797416f.wav,Acoustic_guitar Glockenspiel Clarinet 
37a0ea93.wav,Double_bass Acoustic_guitar Cello 
37a65d69.wav,Bass_drum Electric_piano Gong 
37a9846d.wav,Double_bass Cello Gong 
37b1c1c8.wav,Flute Oboe Clarinet 
37b44be2.wav,Acoustic_guitar Gong Electric_piano 
37b502ac.wav,Bass_drum Double_bass Gong 
37bfaaae.wav,Flute Squeak Meow 
37c1e139.wav,Flute Saxophone Clarinet 
37c64eeb.wav,Double_bass Cello Gong 
37cba499.wav,Acoustic_guitar Glockenspiel Violin_or_fiddle 
37d02372.wav,Bus Gong Microwave_oven 
37d0e58f.wav,Flute Clarinet Oboe 
37d461b0.wav,Bass_drum Fart Electric_piano 
37e862ac.wav,Acoustic_guitar Snare_drum Fireworks 
37e94b1c.wav,Clarinet Saxophone Flute 
37f575a1.wav,Flute Oboe Clarinet 
37fa4379.wav,Trumpet Shatter Fart 
380586dd.wav,Acoustic_guitar Glockenspiel Gong 
381eeffa.wav,Flute Saxophone Clarinet 
38226849.wav,Flute Oboe Meow 
38284f2a.wav,Saxophone Oboe Clarinet 
3831e47e.wav,Acoustic_guitar Chime Snare_drum 
383206a8.wav,Clarinet Flute Acoustic_guitar 
3834a1b6.wav,Acoustic_guitar Gong Snare_drum 
38381ff2.wav,Trumpet Oboe Violin_or_fiddle 
383b2f3c.wav,Bus Telephone Hi-hat 
383c3a2f.wav,Double_bass Acoustic_guitar Cello 
3858d81e.wav,Acoustic_guitar Glockenspiel Clarinet 
385e5766.wav,Clarinet Saxophone Acoustic_guitar 
3863cc53.wav,Violin_or_fiddle Glockenspiel Hi-hat 
3865b766.wav,Double_bass Cello Acoustic_guitar 
38781c3c.wav,Acoustic_guitar Glockenspiel Electric_piano 
38799059.wav,Gong Violin_or_fiddle Cello 
387da23f.wav,Violin_or_fiddle Trumpet Harmonica 
38804df8.wav,Trumpet Flute Saxophone 
38957ab8.wav,Gunshot_or_gunfire Fireworks Drawer_open_or_close 
38998cb5.wav,Gong Acoustic_guitar Telephone 
38a02855.wav,Flute Saxophone Clarinet 
38a944f7.wav,Knock Trumpet Fireworks 
38ae005d.wav,Squeak Tearing Meow 
38cc6c04.wav,Cowbell Violin_or_fiddle Cello 
38d92a57.wav,Cello Clarinet Saxophone 
38df02f9.wav,Writing Fireworks Gunshot_or_gunfire 
38f2e0c4.wav,Clarinet Flute Saxophone 
38fbf717.wav,Tearing Fireworks Fart 
3903381b.wav,Acoustic_guitar Glockenspiel Gong 
3912c07c.wav,Clarinet Saxophone Flute 
3919052c.wav,Gong Hi-hat Snare_drum 
391b4438.wav,Bass_drum Electric_piano Snare_drum 
391b589b.wav,Clarinet Saxophone Bark 
3927bed7.wav,Cello Acoustic_guitar Gong 
392819ad.wav,Knock Writing Fireworks 
393a85c5.wav,Clarinet Saxophone Gong 
393de6a8.wav,Clarinet Acoustic_guitar Saxophone 
